seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	240323479	240323577	99	*	X0454	9759	239969864	240323346	353483	-	132	upstream	132	HDAC4
chr2	242041902	242042037	136	*	X0455	130916	242034545	242041747	7203	-	154	upstream	154	MTERF4
chr2	242254474	242254520	47	*	X0456	4735	242254723	242293441	38719	+	202	upstream	202	SEPTIN2
chr2	242254794	242254828	35	*	X0457	3069	242166682	242255115	88434	-	0	inside	286	HDLBP
chr2	242254794	242254828	35	*	X0457	4735	242254723	242293441	38719	+	0	inside	70	SEPTIN2
chr2	242576883	242576893	11	*	X0458	23192	242577027	242613271	36245	+	133	upstream	133	ATG4B
chr2	242576883	242576893	11	*	X0458	51078	242523820	242576725	52906	-	157	upstream	157	THAP4
chr2	242576929	242576964	36	*	X0459	23192	242577027	242613271	36245	+	62	upstream	62	ATG4B
chr2	242576929	242576964	36	*	X0459	51078	242523820	242576725	52906	-	203	upstream	203	THAP4
chr2	242674220	242674347	128	*	X0460	728294	242674030	242708231	34202	+	0	inside	189	D2HGDH
chr3	3841288	3841364	77	*	X0461	57633	3841121	3889387	48267	+	0	inside	166	LRRN1
chr3	9932400	9932494	95	*	X0463	84522	9932271	9936031	3761	+	0	inside	128	JAGN1
chr3	9989047	9989070	24	*	X0464	100874032	9989088	9996471	7384	+	17	upstream	17	PRRT3-AS1
chr3	11888216	11888298	83	*	X0466	132001	11831919	11888352	56434	-	0	inside	53	TAMM41
chr3	12598692	12598881	190	*	X0467	23609	12598513	12625210	26698	+	0	inside	178	MKRN2
chr3	12705295	12705445	151	*	X0471	5894	12625100	12705700	80601	-	0	inside	254	RAF1
chr3	12705499	12705534	36	*	X0472	5894	12625100	12705700	80601	-	0	inside	165	RAF1
chr3	13691977	13692006	30	*	X0474	285375	13692221	13788132	95912	+	214	upstream	214	LINC00620
chr3	14219910	14220065	156	*	X0475	27258	14220228	14239869	19642	+	162	upstream	162	LSM3
chr3	14219910	14220065	156	*	X0475	7508	14186648	14220172	33525	-	0	inside	106	XPC
chr3	14988818	14988841	24	*	X0477	7182	14989236	15090780	101545	+	394	upstream	394	NR2C2
chr3	15106630	15106746	117	*	X0478	64432	15090019	15106816	16798	-	0	inside	69	MRPS25
chr3	15140371	15140530	160	*	X0479	64145	15111580	15140655	29076	-	0	inside	124	RBSN
chr3	15643611	15643615	5	*	X0480	26061	15529713	15643130	113418	-	480	upstream	480	HACL1
chr3	31574783	31574927	145	*	X0481	201595	31574491	31677556	103066	+	0	inside	291	STT3B
chr3	32022246	32022360	115	*	X0482	344787	32023266	32033228	9963	+	905	upstream	905	ZNF860
chr3	32612145	32612162	18	*	X0484	51143	32567463	32612366	44904	-	0	inside	203	DYNC1LI1
chr3	32612183	32612219	37	*	X0485	51143	32567463	32612366	44904	-	0	inside	146	DYNC1LI1
chr3	33155528	33155539	12	*	X0486	10491	33155450	33189265	33816	+	0	inside	77	CRTAP
chr3	33155663	33155694	32	*	X0487	10491	33155450	33189265	33816	+	0	inside	212	CRTAP
chr3	33840196	33840395	200	*	X0488	10015	33840063	33911199	71137	+	0	inside	132	PDCD6IP
chr3	37284496	37284627	132	*	X0490	2803	37284682	37408370	123689	+	54	upstream	54	GOLGA4
chr3	38388285	38388441	157	*	X0491	9942	38388251	38456467	68217	+	0	inside	33	XYLB
chr3	39448225	39448374	150	*	X0492	3921	39448204	39454032	5829	+	0	inside	20	RPSA
chr3	39448225	39448374	150	*	X0492	574040	39449882	39450030	149	+	1507	upstream	1507	SNORA6
chr3	39448405	39448419	15	*	X0493	3921	39448204	39454032	5829	+	0	inside	200	RPSA
chr3	39448405	39448419	15	*	X0493	574040	39449882	39450030	149	+	1462	upstream	1462	SNORA6
chr3	40499038	40499200	163	*	X0494	9045	40498783	40503863	5081	+	0	inside	254	RPL14
chr3	40566180	40566243	64	*	X0495	285268	40566376	40581043	14668	+	132	upstream	132	ZNF621
chr3	42642182	42642313	132	*	X0498	4820	42642147	42690233	48087	+	0	inside	34	NKTR
chr3	42642182	42642313	132	*	X0498	9117	42589459	42642572	53114	-	0	inside	258	SEC22C
chr3	47324181	47324277	97	*	X0499	23276	47324330	47388306	63977	+	52	upstream	52	KLHL18
chr3	47324181	47324277	97	*	X0499	64147	47269516	47324337	54822	-	0	inside	59	KIF9
chr3	48282699	48282836	138	*	X0500	51385	48282596	48329115	46520	+	0	inside	102	ZNF589
chr3	48343071	48343147	77	*	X0501	10201	48335589	48342886	7298	-	184	upstream	184	NME6
chr3	49066715	49066797	83	*	X0503	3615	49061762	49066875	5114	-	0	inside	77	IMPDH2
chr3	49377411	49377429	19	*	X0504	7375	49314577	49377536	62960	-	0	inside	106	USP4
chr3	49377640	49377689	50	*	X0505	7375	49314577	49377536	62960	-	103	upstream	103	USP4
chr3	49449275	49449380	106	*	X0506	387	49396579	49449526	52948	-	0	inside	145	RHOA
chr3	49449275	49449380	106	*	X0506	6988	49449639	49453909	4271	+	258	upstream	258	TCTA
chr3	50336599	50336625	27	*	X0508	24142	50333833	50336899	3067	-	0	inside	273	NAA80
chr3	50336599	50336625	27	*	X0508	8372	50330259	50336899	6641	-	0	inside	273	HYAL3
chr3	50336668	50336683	16	*	X0509	24142	50333833	50336899	3067	-	0	inside	215	NAA80
chr3	50336668	50336683	16	*	X0509	8372	50330259	50336899	6641	-	0	inside	215	HYAL3
chr3	50378438	50378496	59	*	X0511	11186	50367217	50378367	11151	-	70	upstream	70	RASSF1
chr3	50396851	50396862	12	*	X0512	11070	50392180	50396939	4760	-	0	inside	76	TMEM115
chr3	52029742	52029868	127	*	X0514	6159	52027644	52029958	2315	-	0	inside	89	RPL29
chr3	52091110	52091203	94	*	X0515	1849	52082937	52090461	7525	-	648	upstream	648	DUSP7
chr3	52273266	52273426	161	*	X0516	11344	52262626	52273183	10558	-	82	upstream	82	TWF2
chr3	52720063	52720115	53	*	X0519	26354	52719936	52728510	8575	+	0	inside	126	GNL3
chr3	52720063	52720115	53	*	X0519	55193	52579368	52719866	140499	-	196	upstream	196	PBRM1
chr3	52720157	52720195	39	*	X0520	26354	52719936	52728510	8575	+	0	inside	220	GNL3
chr3	52720157	52720195	39	*	X0520	55193	52579368	52719866	140499	-	290	upstream	290	PBRM1
chr3	52805161	52805170	10	*	X0521	6787	52744796	52804965	60170	-	195	upstream	195	NEK4
chr3	53080401	53080492	92	*	X0522	51460	52937583	53080089	142507	-	311	upstream	311	SFMBT1
chr3	53289847	53289969	123	*	X0524	7086	53258723	53290130	31408	-	0	inside	160	TKT
chr3	53381396	53381507	112	*	X0525	55802	53317445	53381654	64210	-	0	inside	146	DCP1A
chr3	56716942	56717018	77	*	X0527	23272	56654160	56717135	62976	-	0	inside	116	TASOR
chr3	56717072	56717095	24	*	X0528	23272	56654160	56717135	62976	-	0	inside	39	TASOR
chr3	57994213	57994217	5	*	X0529	2317	57994127	58157982	163856	+	0	inside	85	FLNB
chr3	57994235	57994271	37	*	X0530	2317	57994127	58157982	163856	+	0	inside	107	FLNB
chr3	58419183	58419440	258	*	X0531	5162	58413357	58419579	6223	-	0	inside	138	PDHB
chr3	61547298	61547328	31	*	X0532	5793	61547243	62280573	733331	+	0	inside	54	PTPRG
chr3	67704637	67704762	126	*	X0533	8801	67410884	67705038	294155	-	0	inside	275	SUCLG2
chr3	88199198	88199228	31	*	X0537	8545	88101100	88199016	97917	-	181	upstream	181	CGGBP1
chr3	101280799	101280837	39	*	X0538	54931	101280680	101285290	4611	+	0	inside	118	TRMT10C
chr3	101395438	101395489	52	*	X0539	100009676	101395274	101398057	2784	+	0	inside	163	ZBTB11-AS1
chr3	112280965	112281087	123	*	X0540	55032	112280857	112303284	22428	+	0	inside	107	SLC35A5
chr3	112280965	112281087	123	*	X0540	64422	112251357	112280485	29129	-	479	upstream	479	ATG3
chr3	112709883	112709926	44	*	X0541	29083	112709800	112720221	10422	+	0	inside	82	GTPBP8
chr3	113464909	113465007	99	*	X0544	523	113465866	113530905	65040	+	858	upstream	858	ATP6V1A
chr3	113464909	113465007	99	*	X0544	80218	113435307	113465120	29814	-	0	inside	112	NAA50
chr3	119182666	119182670	5	*	X0545	55254	119147807	119182529	34723	-	136	upstream	136	TMEM39A
chr3	119182684	119182711	28	*	X0546	55254	119147807	119182529	34723	-	154	upstream	154	TMEM39A
chr3	120067718	120067900	183	*	X0547	116064	120043576	120068186	24611	-	0	inside	285	LRRC58
chr3	127317327	127317399	73	*	X0551	4171	127317200	127341278	24079	+	0	inside	126	MCM2
chr3	127542374	127542390	17	*	X0552	11343	127407905	127542093	134189	-	280	upstream	280	MGLL
chr3	127542403	127542441	39	*	X0553	11343	127407905	127542093	134189	-	309	upstream	309	MGLL
chr3	128880000	128880163	164	*	X0555	100534599	128806412	128880073	73662	-	0	overlapStart	0	ISY1-RAB43
chr3	128880000	128880163	164	*	X0555	57461	128846259	128880073	33815	-	0	overlapStart	0	ISY1
chr3	129033682	129033700	19	*	X0556	339942	129035114	129043412	8299	+	1413	upstream	1413	H1-10-AS1
chr3	129034105	129034177	73	*	X0557	339942	129035114	129043412	8299	+	936	upstream	936	H1-10-AS1
chr3	129158744	129158785	42	*	X0558	55764	129158968	129239191	80224	+	182	upstream	182	IFT122
chr3	129158744	129158785	42	*	X0558	8930	129149787	129159022	9236	-	0	inside	236	MBD4
chr3	131221536	131221666	131	*	X0561	11222	131181045	131221860	40816	-	0	inside	193	MRPL3
chr3	132379218	132379363	146	*	X0562	84129	132276982	132378975	101994	-	242	upstream	242	ACAD11
chr3	132440794	132440920	127	*	X0563	348808	132441186	132593050	151865	+	265	upstream	265	NPHP3-AS1
chr3	137893546	137893567	22	*	X0564	51163	137879830	137893791	13962	-	0	inside	223	DBR1
chr3	137893590	137893707	118	*	X0565	51163	137879830	137893791	13962	-	0	inside	83	DBR1
chr3	137906202	137906340	139	*	X0566	25852	137906115	138017228	111114	+	0	inside	86	ARMC8
chr3	140660806	140660842	37	*	X0567	55186	140660662	140698785	38124	+	0	inside	143	SLC25A36
chr3	140660862	140660877	16	*	X0568	55186	140660662	140698785	38124	+	0	inside	199	SLC25A36
chr3	140660938	140660965	28	*	X0569	55186	140660662	140698785	38124	+	0	inside	275	SLC25A36
chr3	140770898	140770956	59	*	X0570	92369	140770743	140867453	96711	+	0	inside	154	SPSB4
chr3	142720138	142720263	126	*	X0571	100289361	142719687	142720309	623	-	0	inside	45	LOC100289361
chr3	142720138	142720263	126	*	X0571	23350	142720372	142779567	59196	+	108	upstream	108	U2SURP
chr3	143690691	143690837	147	*	X0572	205428	143690640	143711210	20571	+	0	inside	50	DIPK2A
chr3	149375614	149375625	12	*	X0575	100128025	149375997	149379149	3153	+	371	upstream	371	WWTR1-AS1
chr3	150264144	150264149	6	*	X0576	83939	150264574	150303803	39230	+	424	upstream	424	EIF2A
chr3	156878182	156878252	71	*	X0581	57018	156864297	156878482	14186	-	0	inside	229	CCNL1
chr3	158362363	158362493	131	*	X0583	85476	158362317	158410360	48044	+	0	inside	45	GFM1
chr3	160167180	160167532	353	*	X0585	286827	160153291	160167626	14336	-	0	inside	93	TRIM59
chr3	160167180	160167532	353	*	X0585	57560	159945241	160167626	222386	-	0	inside	93	IFT80
chr3	170587862	170587920	59	*	X0587	200916	170582665	170588045	5381	-	0	inside	124	RPL22L1
chr3	179371084	179371227	144	*	X0590	8975	179370933	179507189	136257	+	0	inside	150	USP13
chr3	183165478	183165552	75	*	X0592	100505687	183165396	183173800	8405	+	0	inside	81	LINC00888
chr3	183602521	183602588	68	*	X0593	55486	183547173	183602693	55521	-	0	inside	104	PARL
chr3	183735640	183735640	1	*	X0594	10057	183637724	183735727	98004	-	0	inside	86	ABCC5
chr3	184429550	184429741	192	*	X0595	64110	184428155	184429836	1682	-	0	inside	94	MAGEF1
chr3	184870935	184871004	70	*	X0596	285382	184795838	184870802	74965	-	132	upstream	132	C3orf70
chr3	185655550	185655745	196	*	X0598	6434	185632358	185655924	23567	-	0	inside	178	TRA2B
chr3	192636159	192636230	72	*	X0599	151963	192514605	192635950	121346	-	208	upstream	208	MB21D2
chr3	194304794	194304820	27	*	X0600	100507297	194304997	194311561	6565	+	176	upstream	176	TMEM44-AS1
chr3	195808796	195808913	118	*	X0604	7037	195776155	195809032	32878	-	0	inside	118	TFRC
chr3	196230348	196230422	75	*	X0607	165918	196195657	196230639	34983	-	0	inside	216	RNF168
chr3	196669185	196669273	89	*	X0608	152217	196669494	196670884	1391	+	220	upstream	220	NCBP2AS2
chr3	196669185	196669273	89	*	X0608	22916	196662273	196669464	7192	-	0	inside	190	NCBP2
chr3	196669682	196669707	26	*	X0609	152217	196669494	196670884	1391	+	0	inside	187	NCBP2AS2
chr3	196669682	196669707	26	*	X0609	22916	196662273	196669464	7192	-	217	upstream	217	NCBP2
chr4	331102	331242	141	*	X0611	7700	331596	377760	46165	+	353	upstream	353	ZNF141
chr4	1004486	1004511	26	*	X0612	53834	1004940	1020686	15747	+	428	upstream	428	FGFRL1
chr4	1107245	1107271	27	*	X0613	285498	1065266	1107352	42087	-	0	inside	80	RNF212
chr4	1714161	1714244	84	*	X0616	7884	1694527	1714071	19545	-	89	upstream	89	SLBP
chr4	1714300	1714314	15	*	X0617	7884	1694527	1714071	19545	-	228	upstream	228	SLBP
chr4	1714327	1714403	77	*	X0618	7884	1694527	1714071	19545	-	255	upstream	255	SLBP
chr4	2010605	2010673	69	*	X0620	7469	1984441	2010962	26522	-	0	inside	288	NELFA
chr4	3534001	3534063	63	*	X0622	4043	3505324	3534224	28901	-	0	inside	160	LRPAP1
chr4	6642108	6642144	37	*	X0623	93621	6641818	6644470	2653	+	0	inside	289	MRFAP1
chr4	6784201	6784203	3	*	X0626	9778	6784459	6885899	101441	+	255	upstream	255	KIAA0232
chr4	7044220	7044249	30	*	X0628	93624	7045156	7059677	14522	+	906	upstream	906	TADA2B
chr4	15657183	15657201	19	*	X0630	26234	15606007	15657035	51029	-	147	upstream	147	FBXL5
chr4	17616361	17616406	46	*	X0631	80306	17616273	17629793	13521	+	0	inside	87	MED28
chr4	39699832	39699913	82	*	X0632	3093	39699664	39784410	84747	+	0	inside	167	UBE2K
chr4	48833353	48833434	82	*	X0633	54940	48833060	48863834	30775	+	0	inside	292	OCIAD1
chr4	53578923	53578932	10	*	X0635	677810	53579416	53579537	122	+	483	upstream	483	SNORA26
chr4	57303214	57303278	65	*	X0636	5471	57259529	57301802	42274	-	1411	upstream	1411	PPAT
chr4	71859531	71859556	26	*	X0639	1633	71859265	71896629	37365	+	0	inside	265	DCK
chr4	76439704	76439860	157	*	X0641	152815	76439654	76472540	32887	+	0	inside	49	THAP6
chr4	76439704	76439860	157	*	X0641	25898	76404247	76439640	35394	-	63	upstream	63	RCHY1
chr4	76598319	76598369	51	*	X0643	9908	76567953	76598667	30715	-	0	inside	297	G3BP2
chr4	77069400	77069425	26	*	X0644	53371	77035817	77069655	33839	-	0	inside	229	NUP54
chr4	78078062	78078233	172	*	X0645	901	78078357	78091213	12857	+	123	upstream	123	CCNG2
chr4	79696971	79697003	33	*	X0646	55589	79697532	79833341	135810	+	528	upstream	528	BMP2K
chr4	83350030	83350031	2	*	X0647	58478	83351726	83382244	30519	+	1694	upstream	1694	ENOPH1
chr4	83350213	83350323	111	*	X0648	58478	83351726	83382244	30519	+	1402	upstream	1402	ENOPH1
chr4	83350431	83350538	108	*	X0649	58478	83351726	83382244	30519	+	1187	upstream	1187	ENOPH1
chr4	87856274	87856371	98	*	X0650	100506746	87846046	87856002	9957	-	271	upstream	271	AFF1-AS1
chr4	87856274	87856371	98	*	X0650	4299	87856154	88062206	206053	+	0	inside	119	AFF1
chr4	88141609	88141619	11	*	X0653	57563	88082214	88141674	59461	-	0	inside	54	KLHL8
chr4	100009768	100009843	76	*	X0658	100507053	100010008	100222513	212506	+	164	upstream	164	LOC100507053
chr4	100009768	100009843	76	*	X0658	128	99992130	100009931	17802	-	0	inside	87	ADH5
chr4	103790586	103790601	16	*	X0661	7323	103717133	103790032	72900	-	553	upstream	553	UBE2D3
chr4	106067242	106067266	25	*	X0662	54790	106067032	106200960	133929	+	0	inside	209	TET2
chr4	106067285	106067513	229	*	X0663	54790	106067032	106200960	133929	+	0	inside	252	TET2
chr4	120987841	120987855	15	*	X0665	4085	120980579	120988013	7435	-	0	inside	157	MAD2L1
chr4	128802136	128802171	36	*	X0668	10733	128802016	128820377	18362	+	0	inside	119	PLK4
chr4	144105686	144105771	86	*	X0671	84640	144106070	144143141	37072	+	298	upstream	298	USP38
chr4	146019510	146019521	12	*	X0672	10393	145915727	146019693	103967	-	0	inside	171	ANAPC10
chr4	146540332	146540518	187	*	X0673	166785	146540540	146581187	40648	+	21	upstream	21	MMAA
chr4	146860032	146860198	167	*	X0674	152485	146681888	146859607	177720	-	424	upstream	424	ZNF827
chr4	151936637	151936845	209	*	X0676	987	151185811	151936649	750839	-	0	overlapStart	0	LRBA
chr4	164415929	164416003	75	*	X0681	55319	164415673	164441691	26019	+	0	inside	255	TMA16
chr4	170948597	170948757	161	*	X0684	9848	170907748	170947429	39682	-	1167	upstream	1167	MFAP3L
chr4	170948809	170948872	64	*	X0685	9848	170907748	170947429	39682	-	1379	upstream	1379	MFAP3L
chr4	175204892	175205044	153	*	X0686	80817	175204828	175254531	49704	+	0	inside	63	CEP44
chr4	177241193	177241343	151	*	X0687	60559	177241090	177253396	12307	+	0	inside	102	SPCS3
chr4	186064490	186064597	108	*	X0690	291	186064417	186071538	7122	+	0	inside	72	SLC25A4
chr5	1800243	1800243	1	*	X0700	4726	1801496	1816167	14672	+	1252	upstream	1252	NDUFS6
chr5	1800243	1800243	1	*	X0700	64979	1798499	1799956	1458	-	286	upstream	286	MRPL36
chr5	1801594	1801740	147	*	X0701	4726	1801496	1816167	14672	+	0	inside	97	NDUFS6
chr5	1801594	1801740	147	*	X0701	64979	1798499	1799956	1458	-	1637	upstream	1637	MRPL36
chr5	1801779	1801796	18	*	X0702	4726	1801496	1816167	14672	+	0	inside	282	NDUFS6
chr5	1801779	1801796	18	*	X0702	64979	1798499	1799956	1458	-	1822	upstream	1822	MRPL36
chr5	10250439	10250604	166	*	X0709	134145	10225620	10250021	24402	-	417	upstream	417	ATPSCKMT
chr5	10250439	10250604	166	*	X0709	22948	10250282	10266501	16220	+	0	inside	156	CCT5
chr5	14664624	14664633	10	*	X0710	90268	14664783	14699842	35060	+	149	upstream	149	OTULIN
chr5	17216995	17217013	19	*	X0712	10409	17216932	17276954	60023	+	0	inside	62	BASP1
chr5	17217067	17217250	184	*	X0713	10409	17216932	17276954	60023	+	0	inside	134	BASP1
chr5	17217067	17217250	184	*	X0713	285696	17130137	17217531	87395	-	0	inside	280	BASP1-AS1
chr5	32174135	32174158	24	*	X0714	64083	32124824	32174425	49602	-	0	inside	266	GOLPH3
chr5	32174176	32174342	167	*	X0715	64083	32124824	32174425	49602	-	0	inside	82	GOLPH3
chr5	32174593	32174657	65	*	X0716	64083	32124824	32174425	49602	-	167	upstream	167	GOLPH3
chr5	32585726	32585800	75	*	X0717	10923	32585605	32604185	18581	+	0	inside	120	SUB1
chr5	34007989	34008157	169	*	X0718	23600	33987091	34008220	21130	-	0	inside	62	AMACR
chr5	36241999	36242063	65	*	X0719	133686	36192694	36242258	49565	-	0	inside	194	NADK2
chr5	36877649	36877686	38	*	X0720	646719	36871463	36876796	5334	-	852	upstream	852	NIPBL-DT
chr5	39074390	39074427	38	*	X0722	253260	38938022	39074501	136480	-	0	inside	73	RICTOR
chr5	40835554	40835689	136	*	X0724	6167	40831430	40835387	3958	-	166	upstream	166	RPL37
chr5	41904615	41904675	61	*	X0725	285636	41904470	41921738	17269	+	0	inside	144	C5orf51
chr5	43484076	43484177	102	*	X0727	64417	43444354	43483992	39639	-	83	upstream	83	TMEM267
chr5	44809135	44809308	174	*	X0728	10884	44809027	44815618	6592	+	0	inside	107	MRPS30
chr5	65221696	65221800	105	*	X0736	55914	65222382	65376851	154470	+	581	upstream	581	ERBIN
chr5	65439929	65439933	5	*	X0737	140890	65440046	65479444	39399	+	112	upstream	112	SREK1
chr5	65440182	65440364	183	*	X0738	140890	65440046	65479444	39399	+	0	inside	135	SREK1
chr5	70883225	70883303	79	*	X0740	64087	70883115	70954530	71416	+	0	inside	109	MCCC2
chr5	72794362	72794458	97	*	X0742	689	72794250	72801448	7199	+	0	inside	111	BTF3
chr5	72793998	72794162	165	*	X0743	689	72794250	72801448	7199	+	87	upstream	87	BTF3
chr5	78907892	78907903	12	*	X0747	167153	78908243	78982471	74229	+	339	upstream	339	TENT2
chr5	78907917	78907958	42	*	X0748	167153	78908243	78982471	74229	+	284	upstream	284	TENT2
chr5	85913822	85913878	57	*	X0749	1350	85913784	85916583	2800	+	0	inside	37	COX7C
chr5	93954411	93954487	77	*	X0753	285600	93486556	93954309	467754	-	101	upstream	101	KIAA0825
chr5	93954411	93954487	77	*	X0753	84250	93954391	94031573	77183	+	0	inside	19	SLF1
chr5	110848058	110848185	128	*	X0758	100505678	110847924	111075423	227500	+	0	inside	133	STARD4-AS1
chr5	110848058	110848185	128	*	X0758	134429	110834022	110848233	14212	-	0	inside	47	STARD4
chr5	111496640	111496777	138	*	X0762	654322	111497182	111497314	133	+	404	upstream	404	SNORA13
chr5	112043362	112043382	21	*	X0763	324	112043202	112181936	138735	+	0	inside	159	APC
chr5	114961532	114961633	102	*	X0765	100302736	114914339	114961876	47538	-	0	inside	242	TMED7-TICAM2
chr5	114961532	114961633	102	*	X0765	51014	114948905	114961876	12972	-	0	inside	242	TMED7
chr5	131629233	131629258	26	*	X0768	6583	131630145	131679899	49755	+	886	upstream	886	SLC22A4
chr5	133561685	133561730	46	*	X0770	5515	133532148	133561950	29803	-	0	inside	219	PPP2CA
chr5	133984202	133984227	26	*	X0772	10802	133984475	134063601	79127	+	247	upstream	247	SEC24A
chr5	134094251	134094258	8	*	X0773	9879	134094461	134166812	72352	+	202	upstream	202	DDX46
chr5	134094514	134094622	109	*	X0774	9879	134094461	134166812	72352	+	0	inside	52	DDX46
chr5	134181532	134181532	1	*	X0775	134553	134181370	134195425	14056	+	0	inside	161	C5orf24
chr5	137090238	137090251	14	*	X0780	10949	137087073	137090039	2967	-	198	upstream	198	HNRNPA0
chr5	138677102	138677160	59	*	X0782	51247	138677519	138705409	27891	+	358	upstream	358	PAIP2
chr5	138677583	138677706	124	*	X0783	51247	138677519	138705409	27891	+	0	inside	63	PAIP2
chr5	139944055	139944230	176	*	X0785	10307	139937853	139944189	6337	-	0	overlapStart	0	APBB3
chr5	139944055	139944230	176	*	X0785	113829	139944420	139948683	4264	+	189	upstream	189	SLC35A4
chr5	140070875	140070882	8	*	X0786	23438	140071018	140078890	7873	+	135	upstream	135	HARS2
chr5	146889699	146889716	18	*	X0791	1809	146770371	146889619	119249	-	79	upstream	79	DPYSL3
chr5	146889780	146889790	11	*	X0792	1809	146770371	146889619	119249	-	160	upstream	160	DPYSL3
chr5	146889838	146889863	26	*	X0793	1809	146770371	146889619	119249	-	218	upstream	218	DPYSL3
chr5	148724749	148724872	124	*	X0794	134266	148724977	148734146	9170	+	104	upstream	104	GRPEL2
chr5	148725143	148725333	191	*	X0795	134266	148724977	148734146	9170	+	0	inside	165	GRPEL2
chr5	150080378	150080406	29	*	X0797	55696	150070352	150080669	10318	-	0	inside	262	RBM22
chr5	150284294	150284326	33	*	X0798	91975	150273954	150284545	10592	-	0	inside	218	ZNF300
chr5	153418622	153418683	62	*	X0799	10827	153371269	153418497	47229	-	124	upstream	124	FAM114A2
chr5	153418622	153418683	62	*	X0799	4238	153418519	153437014	18496	+	0	inside	102	MFAP3
chr5	154237861	154238011	151	*	X0801	9337	154237809	154256352	18544	+	0	inside	51	CNOT8
chr5	154317945	154317968	24	*	X0802	25929	154266976	154317776	50801	-	168	upstream	168	GEMIN5
chr5	162887120	162887169	50	*	X0804	134492	162880586	162887143	6558	-	0	overlapStart	0	NUDCD2
chr5	162887120	162887169	50	*	X0804	3161	162887517	162918953	31437	+	347	upstream	347	HMMR
chr5	170815355	170815525	171	*	X0805	100500831	170813660	170813764	105	-	1590	upstream	1590	MIR3912
chr5	170815571	170815721	151	*	X0806	100500831	170813660	170813764	105	-	1806	upstream	1806	MIR3912
chr5	171434071	171434124	54	*	X0807	23291	171288556	171433877	145322	-	193	upstream	193	FBXW11
chr5	172197867	172198113	247	*	X0808	1843	172195093	172198203	3111	-	0	inside	89	DUSP1
chr5	176829400	176829506	107	*	X0816	345456	176827108	176827637	530	-	1762	upstream	1762	PFN3
chr5	177019302	177019374	73	*	X0818	54732	177019213	177023099	3887	+	0	inside	88	TMED9
chr5	177557742	177557761	20	*	X0819	64777	177558028	177575479	17452	+	266	upstream	266	RMND5B
chr5	179499418	179499515	98	*	X0826	55819	179382474	179499109	116636	-	308	upstream	308	RNF130
chr5	180288107	180288161	55	*	X0827	643836	180274611	180288286	13676	-	0	inside	124	ZFP62
chr6	1311813	1312057	245	*	X0829	94234	1312675	1314993	2319	+	617	upstream	617	FOXQ1
chr6	3259265	3259375	111	*	X0831	389362	3259162	3268300	9139	+	0	inside	102	PSMG4
chr6	3259393	3259418	26	*	X0832	389362	3259162	3268300	9139	+	0	inside	230	PSMG4
chr6	3457939	3457963	25	*	X0834	63027	3269207	3456793	187587	-	1145	upstream	1145	SLC22A23
chr6	3457977	3458029	53	*	X0835	63027	3269207	3456793	187587	-	1183	upstream	1183	SLC22A23
chr6	7389894	7389918	25	*	X0839	285782	7326887	7389942	63056	-	0	inside	23	CAGE1
chr6	7389894	7389918	25	*	X0839	83732	7390062	7418270	28209	+	143	upstream	143	RIOK1
chr6	7541838	7541882	45	*	X0840	1832	7541870	7586946	45077	+	0	overlapStart	0	DSP
chr6	13615670	13615767	98	*	X0844	51406	13615559	13621127	5569	+	0	inside	110	NOL7
chr6	13615239	13615383	145	*	X0845	51406	13615559	13621127	5569	+	175	upstream	175	NOL7
chr6	15245239	15245266	28	*	X0846	3720	15245734	15522273	276540	+	467	upstream	467	JARID2
chr6	15245303	15245320	18	*	X0847	3720	15245734	15522273	276540	+	413	upstream	413	JARID2
chr6	16129426	16129463	38	*	X0848	29116	16129317	16148478	19162	+	0	inside	108	MYLIP
chr6	20402311	20402347	37	*	X0850	1871	20402137	20493945	91809	+	0	inside	173	E2F3
chr6	24402889	24402953	65	*	X0851	57380	24403153	24425816	22664	+	199	upstream	199	MRS2
chr6	24403132	24403153	22	*	X0852	57380	24403153	24425816	22664	+	0	overlapStart	0	MRS2
chr6	24403274	24403442	169	*	X0853	57380	24403153	24425816	22664	+	0	inside	120	MRS2
chr6	24666950	24667055	106	*	X0854	51567	24650205	24667115	16911	-	0	inside	59	TDP2
chr6	24666950	24667055	106	*	X0854	55856	24667263	24705295	38033	+	207	upstream	207	ACOT13
chr6	26031939	26032177	239	*	X0855	8358	26031817	26032288	472	-	0	inside	110	H3C2
chr6	26124713	26124787	75	*	X0856	8347	26123695	26124132	438	-	580	upstream	580	H2BC4
chr6	26188973	26189125	153	*	X0857	8360	26188938	26189304	367	-	0	inside	178	H4C4
chr6	26199197	26199248	52	*	X0858	3013	26199012	26199521	510	-	0	inside	272	H2AC7
chr6	26199197	26199248	52	*	X0858	8343	26199787	26200216	430	+	538	upstream	538	H2BC7
chr6	26199197	26199248	52	*	X0858	8351	26197012	26199521	2510	-	0	inside	272	H3C4
chr6	26205019	26205169	151	*	X0859	8367	26204873	26205249	377	+	0	inside	145	H4C5
chr6	26216640	26216787	148	*	X0860	3012	26217148	26217711	564	+	360	upstream	360	H2AC8
chr6	26216640	26216787	148	*	X0860	8339	26216428	26216872	445	-	0	inside	84	H2BC8
